Company_ID,Company_Name,Established_Year,Company_Status,Ceased_Date,Ceased_Date_Year,Sector,SubSector,Stage,HQ_Country,Top 5 common words ,Total_Raised,Company_Age,Number of Employees,Funds Round,Management_Members,Bord_Members,Angel_?,Num_Sentences,Polarity_Scores,positive_negative_neutral,Email,isActive
a5cb77de-1f7a-e111-ac59-00155d32a403,Quix,2003,Ceased,Q1/2006,2006,Communications,Broadcast,Seed,Israel,"['video', 'networks', 'system', 'requirement', 'Quix']",0.5,3,7,1,4,1,0,3,0.3182,1,,0
f3e553b3-5280-e811-80f7-0050569a1018,RainTokens,2018,Ceased,Q4/2018,2018,IT & Enterprise Software,Business Analytics,Seed,Israel,"['RainTokens', 'Tokens', 'consumers', 'brands', 'Crypto']",0,1,5,0,3,0,0,5,0.8807,1,,0
ba5d547c-99f0-e811-80fa-0050569a1018,Reachix,2017,Active Private,,,Communications,Mobile Applications,Initial Revenues,United States,"['social', 'digital', 'Reachix', 'helps', 'marketing']",1,6,5,1,2,1,0,4,0.9802,1,,1
2aa2fbcd-11cb-e411-b67b-80c16e7d3630,Relevancy Data,2014,Ceased,Q4/2016,2016,Internet,Online Advertising,R&D,Israel,"['content', 'video', 'new', 'Relevancy', 'Data']",0.212,2,5,2,2,4,0,6,0.6908,1,,0
0bd2c3a3-e540-e511-bd22-80c16e7d3630,Renty,2015,Active Private,,,Internet,e-Commerce,R&D,Israel,"['people', 'stuff', 'Renty', 'Social', 'Rental']",6.5,8,4,1.5,4,0,0,2,0,0,biztec@biztec.org.il,1
47c4ae30-feac-e311-b941-80c16e7d3630,RePark,2013,Ceased,Q4/2019,2019,Communications,Mobile Applications,Initial Revenues,Israel,"['parking', 'space', 'spaces', 'RePark', 'zones']",0.1,6,6,1,3,0,0,8,0.8779,1,,0
2e2c39e8-b9f8-e911-8106-0050569a1018,Robet,2018,Active Private,,,Internet,Internet Applications,Initial Revenues,United States,"['Robet', 'Ethereum', 'based', 'sportsbook', 'platform']",6.5,5,5,1.5,1,0,0,1,0.4019,1,info@robetcoin.com,1
5fa2f707-73c4-ec11-b80e-00505695cd29,rollout.space,2018,Ceased,Q2/2022,2022,IT & Enterprise Software,Enterprise Applications,R&D,Israel,"['core', 'rollout.space', 'brings', 'users', 'high']",6.5,4,5,1.5,1,0,0,2,0.7506,1,,0
632f7f21-91f2-e111-a13f-00155d32a408,Roomixer,2012,Ceased,Q1/2015,2015,Internet,e-Commerce,R&D,Israel,"['Roomixer', 'additional', 'guests', 'marketplace', 'guest']",0.49,3,7,2,3,0,0,4,0.4939,1,,0
2f7246ef-45a3-e711-80d7-00155d0b832c,Round Trip,2016,Active Private,,,Internet,e-Commerce,Initial Revenues,Israel,"['platform', 'travel', 'online', 'Round', 'Trip']",1.6,7,9,2,1,0,0,4,0.8934,1,,1
b531fd84-7d8e-e811-80f7-0050569a1018,SafeBlocks,2017,Ceased,Q4/2019,2019,IT & Enterprise Software,Security,R&D,Israel,"['SafeBlocks', 'innovative', 'startup', 'field', 'Blockchain']",0,2,5,1,4,1,0,1,0.8555,1,,0
77b0db5d-83d1-e111-b9b4-00155d32a408,SaleFreaks,2011,Active Private,,,Internet,e-Commerce,Initial Revenues,Israel,"['stores', 'online', 'marketplace', 'sellers', 'eBay']",6.5,12,15,1.5,7,0,0,2,0.8107,1,barbara@salefreaks.com,1
9f92e943-63db-e811-80f8-0050569a1018,Senno,2017,Active Private,,,Internet,Content Management,Initial Revenues,Hong Kong,"['data', 'Senno', 'open', 'smart', 'contract']",6.5,6,20,1.5,4,0,0,1,0.7506,1,info@senno.io,1
6e31cb52-891f-e311-8bc7-00237de91982,ServiceAtHome,2013,Ceased,Q1/2015,2015,Internet,e-Commerce,R&D,Switzerland,"['ServiceAtHome', 'developing', 'online', 'marketplace', 'home']",0.3,2,3,1,2,0,0,1,0.6369,1,,0
7e94ee5c-b02f-ea11-8107-0050569a1018,SheerCost,2015,Active Private,,,Internet,e-Commerce,R&D,Israel,"['SheerCost', 'Al', 'based', 'B2B', 'platform']",6.5,8,5,1.5,1,0,0,1,-0.128,-1,info.sheercost@gmail.com,1
bdd857f6-1f7a-e111-ac59-00155d32a403,Sixth Element Group (SEG),2000,Ceased,Q3/2001,2001,IT & Enterprise Software,Miscellaneous Software,,Israel,"['Intelligent', 'technology', 'based', 'Software', 'Pier']",0,1,n/a,1,3,0,0,4,0.9682,1,,0
15a03931-1bb8-e411-b678-80c16e7d3630,Smartlation,2013,Active Private,,,Internet,Search Engines,Initial Revenues,Israel,"['Smartlation', 'online', 'marketplace', 'client', 'find']",3.1,10,5,1,4,0,0,1,0,0,,1
2e50d4af-af52-e811-80e4-00155d0b832c,Spacemesh,2017,Active Private,,,IT & Enterprise Software,Miscellaneous Software,R&D,Israel,"['Spacemesh', 'PoST', 'system', 'energy', 'cryptocurrency']",18.5,6,23,2,6,3,0,5,-0.2263,-1,,1
11b447b0-ff1f-e611-bd22-80c16e7d3630,Speakizi,2016,Active Private,,,Internet,Content Delivery Platforms,R&D,Israel,"['Speakizi', 'content', 'experiences', 'providers', 'find']",0.5,7,3,1,3,3,0,4,0.9805,1,,1
fd29d88c-d382-e511-bd22-80c16e7d3630,Spectigo,2015,Ceased,Q2/2016,2016,Internet,Online Entertainment,R&D,Israel,"['Spectigo', 'developing', 'online', 'marketplace', 'buying']",0,1,3,0,1,0,0,1,0,0,,0
ba1583fe-01f5-e211-b3b5-00155d32a40a,SportsJunkiez,2013,Ceased,Q1/2015,2015,Internet,Content Delivery Platforms,Initial Revenues,Israel,"['sports', 'mobile', 'users', 'live', 'real']",1.225,2,5,1,4,1,0,2,0.8402,1,,0
0ee94318-e4f9-e311-b941-80c16e7d3630,StayBay,2013,Active Private,,,Internet,e-Commerce,R&D,United States,"['clients', 'StayBay', 'corporate', 'providers', 'available']",6.5,10,5,1.5,3,0,0,3,0.8176,1,info@staybay.com,1
80d57cd0-f5bb-e411-b679-80c16e7d3630,StorEX,2014,Ceased,Q4/2016,2016,Internet,Internet Applications,R&D,Israel,"['StoreX', 'online', 'marketplace', 'connects', 'people']",0,2,2,0,3,0,0,1,0.4215,1,,0
bc6d9fc2-16c5-e611-80ca-00155d0b832c,Styix,2016,Ceased,Q4/2017,2017,Miscellaneous Technologies,Defense,Seed,Israel,"['safety', 'Styix', 'data', 'developing', 'B2B']",0,1,3,0,2,0,0,2,0.4767,1,,0
023ec2a0-f319-eb11-810b-0050569a1018,Swaplet,2020,Active Private,,,Internet,Internet Applications,Seed,Israel,"['homes', 'swap', 'Swaplet', 'free', 'home']",0,3,4,0,2,0,0,4,0.9643,1,,1
52798d80-6c0f-e911-80fa-0050569a1018,Tabookey,2017,Ceased,Q4/2019,2019,IT & Enterprise Software,Security,R&D,Israel,"['Tabookey', 'invented', 'non', 'custodial', 'smart']",0,2,13,1,5,5,1,1,0.7003,1,,0
5c972e20-207a-e111-ac59-00155d32a403,Talkernet Technologies (Blueridge) Ltd.,2000,Ceased,Q2/2003,2003,Communications,Mobile Applications,,Israel,"['speech', 'TalkerNet', 'voice', 'technology', 'global']",0.5,3,10,1,1,0,0,3,0.4767,1,,0
bc4852fc-1f7a-e111-ac59-00155d32a403,Targetix Ltd.,1998,Ceased,Q4/2000,2000,Internet,Content Delivery Platforms,R&D,Israel,"['content', 'ActiveMate', 'based', 'Targetix', 'new']",0,2,10,1,2,0,0,6,0.7506,1,,0
e808b25e-e2a1-e311-b941-80c16e7d3630,Tasko,2013,Ceased,Q4/2015,2015,Internet,e-Commerce,R&D,Israel,"['pet', 'Tasko', 'platform', 'dog', 'owners']",0,2,3,0,3,0,0,4,0.8689,1,,0
99519b57-0252-e511-bd22-80c16e7d3630,Teman,2015,Active Private,,,IT & Enterprise Software,Enterprise Applications,Initial Revenues,United States,"['world', 'Teman', 'mission', 'driven', 'engineer']",0.06,8,30,1,1,0,0,5,0.5849,1,,1
74c12c45-6f71-e911-80fe-0050569a1018,Tevel,2019,Ceased,Q1/2021,2021,IT & Enterprise Software,Enterprise Applications,R&D,Israel,"['COFC', 'transfers', 'existing', 'businesses', 'blockchain']",0,2,10,1,3,0,0,2,0.8074,1,,0
faf1f22f-3460-e511-bd22-80c16e7d3630,Thriver,2015,Active Private,,,Internet,Internet Applications,Initial Revenues,Canada,"['Thriver', 'office', 'catering', 'platform', 'curating']",54.7,8,75,3,13,3,0,1,0.2023,1,,1
791ff600-e40c-e911-80fa-0050569a1018,TINC,2017,Active Private,,,Internet,Content Delivery Platforms,Seed,Israel,"['innovation', 'growth', 'platform', 'TINC', 'Distributed']",6.5,6,5,1.5,2,0,0,2,0.9022,1,info@tinc.io,1
bf00778f-f042-ed11-b80e-00505695cd29,Tocon IO,2022,Active Private,,,IT & Enterprise Software,Miscellaneous Software,R&D,Israel,"['Tocon', 'application', 'meant', 'infrastructure', 'Blockchain']",0,1,8,1,6,0,0,2,0,0,,1
64b605dc-c802-e511-b692-080027005cc8,Tolo,2014,Ceased,Q2/2015,2015,Internet,Content Delivery Platforms,R&D,Israel,"['Tolo', 'online', 'marketplace', 'local', 'Service']",0,1,6,0,4,0,0,1,0,0,,0
9e8995c6-1f7a-e111-ac59-00155d32a403,Trade Engines,2009,Ceased,Q1/2010,2010,Internet,e-Commerce,Seed,Israel,"['platform', 'system', 'online', 'trading', 'trade']",0,1,5,0,1,0,0,6,0.5719,1,,0
bd6dfe26-20f2-e311-b941-80c16e7d3630,Trast.me,2013,Ceased,Q4/2015,2015,IT & Enterprise Software,Business Analytics,R&D,Israel,"['Trast.me', 'developing', 'trust', 'rating', 'score']",0,2,4,0,1,3,0,1,0.7269,1,,0
98b76752-da11-eb11-810b-0050569a1018,Treepo,2020,Active Private,,,Internet,e-Commerce,Initial Revenues,Israel,"['Treepo', 'sellers', 'platform', 'Israeli', 'operates']",0,3,7,0,4,0,0,3,0.2023,1,,1
e17e74ae-7110-e611-bd22-80c16e7d3630,tugger,2015,Active Private,,,IT & Enterprise Software,Enterprise Applications,Initial Revenues,Israel,"['towing', 'tugger', 'vehicles', 'towed', 'year']",6.5,8,5,1.5,2,0,0,6,0.9274,1,info@tugger.info,1
f9d01e2c-207a-e111-ac59-00155d32a403,Tweetiator,2009,Ceased,Q1/2010,2010,Internet,Internet Applications,Seed,United States,"['Tweetiator', 'developed', 'patent', 'pending', 'technology']",0,1,3,1,1,0,0,1,0,0,,0
430d492f-6d2b-e311-8237-00237de91982,Valigara,2010,Active Private,,,Internet,e-Commerce,Initial Revenues,Israel,"['jewelry', 'Valigara', 'solution', 'online', 'marketing']",6.5,13,11,1.5,5,1,0,5,0.9508,1,office@valigara.com,1
a890ef43-fd6e-e811-80e4-00155d0b832c,VeganNation,2017,Active Public,,,Internet,e-Commerce,Initial Revenues,United Kingdom,"['VeganNation', 'global', 'ecosystem', 'vegan', 'friendly']",10,6,25,1,8,8,0,2,0.5994,1,,1
aadde0a3-a861-e811-80e4-00155d0b832c,Video Price Signs,2013,Active Private,,,Internet,Online Advertising,Initial Revenues,Israel,"['video', 'online', 'pro', 'Video', 'Price']",6.5,10,6,1.5,1,0,0,2,0,0,,1
7ebb26e9-cebc-e411-b67a-80c16e7d3630,Videocites,2014,Active Private,,,Internet,Content Delivery Platforms,Revenue Growth,Israel,"['content', 'video', 'Videocites', 'Live', 'AI']",1.5,9,35,1,5,7,1,6,0.5719,1,,1
c2e7694e-1ab9-e511-bd22-80c16e7d3630,WeBus,2015,Active Private,,,Communications,Mobile Applications,Initial Revenues,Israel,"['WeBus', 'passengers', 'taxi', 'fee', 'fast']",0.117,8,20,1,1,1,0,2,0.6808,1,,1
1dcdeebd-e01b-e411-a2af-80c16e7d3630,Whipclip,2014,Active Private,,,Internet,Internet Applications,Revenue Growth,United States,"['Whipclip', 'TV', 'television', 'x000D', 'content']",62,9,162,4,12,2,1,4,0.5574,1,,1
34b74c02-207a-e111-ac59-00155d32a403,Wireless Adz,2004,Ceased,Q4/2004,2004,Communications,Mobile Applications,Seed,Israel,"['Wireless', 'Adz', 'offered', 'content', 'providers']",0,1,5,0,3,0,1,2,0.7964,1,,0
e82fc0cf-b256-e811-80e4-00155d0b832c,WiseCloud,2017,Ceased,Q4/2018,2018,IT & Enterprise Software,Security,Seed,Israel,"['WiseCloud', 'cloud', 'unique', 'capabilities', 'server']",0,1,5,0,2,0,0,3,0.765,1,,0
1d0ade8c-1b53-e211-8316-00155d32a408,WizVid,2012,Ceased,Q3/2016,2016,Internet,Social Networks,R&D,United States,"['WizVid', 'online', 'marketplace', 'connect', 'freelance']",6.5,4,7,1,1,1,0,1,0.5267,1,,0
58b79663-baf1-e111-a13f-00155d32a408,Wordprom,2011,Ceased,Q4/2016,2016,Internet,Online Advertising,Seed,Israel,"['Wordprom', 'essays', 'dozens', 'developed', 'online']",6.5,5,3,1.5,4,0,0,3,0.7269,1,,0
5ec86fe4-1f7a-e111-ac59-00155d32a403,XciTel,2000,Ceased,Q1/2008,2008,Communications,Telecom Applications,Initial Revenues,Israel,"['multimedia', 'XciTel', 'messaging', 'applications', 'application']",4,8,4,3,4,5,0,2,0.7906,1,,0
3aca67ea-1f7a-e111-ac59-00155d32a403,Zapper Technologies,1999,Ceased,Q1/2002 ,2002,IT & Enterprise Software,Enterprise Applications,R&D,Israel,"['providers', 'information', 'solutions', 'Zapper', 'advanced']",18,3,65,2,4,0,1,3,0.875,1,,0
464807f1-d20e-ea11-8107-0050569a1018,zBengShop,2017,Active Private,,,Internet,e-Commerce,R&D,Israel,"['zBengShop', 'direct', 'customer', 'online', 'marketplace']",6.5,6,5,1.5,1,0,0,1,0,0,office@zbengshop.co.il,1
07b42626-207a-e111-ac59-00155d32a403,Zero36,2005,Ceased,Q1/2009,2009,Communications,Mobile Applications,Initial Revenues,United Kingdom,"['mobile', 'casino', 'Wisebox', 'Israeli', 'subsidiary']",6.5,4,20,1.5,1,0,0,1,0,0,,0
e8cb77de-1f7a-e111-ac59-00155d32a403,Zlango,2003,Ceased,Q1/2014,2014,Communications,Mobile Applications,Initial Revenues,Israel,"['Zlango', 'messaging', 'language', 'icon', 'rich']",22.5,11,33,4,17,7,1,8,0.9792,1,,0
AAA,Intelichain Labs Ltd.,2021,Active Private,,,IT & Enterprise Software,Business Analytics,Seed,Israel,,0,2,5,1,3,3,0,,,,,1
